timestamp,run_id,agent_id,ladder,run,status,error,traceback,one_shot_core_status,one_shot_core_error,one_shot_core_traceback,one_shot_view_status,one_shot_view_error,one_shot_view_traceback,logs,project_directory,commit_url,project_type
2024-10-22 12:12:15,9449bfe0-df37-4ba7-8a24-9154c7525747,OneShotCoreAgent_OneShotView,creature_battler_01,2,success,,,success,,,success,,,"['new_prompt_logs/999999_724091_OneShotCoreAgent', 'new_prompt_logs/999998_733398_OneShotView']",ladder/creature_battler_01_2/main_game,https://github.com/volter-ai/volter-monorepo/blob/34f7f658529e5d73425e4784302db8041e5a2f49/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_view.py,mge2_game
2024-10-22 12:12:26,848de6ee-72db-4363-ac3f-b76ebfcd3f32,OneShotCoreAgent_OneShotView,creature_battler_01,1,success,,,success,,,success,,,"['new_prompt_logs/999999_325491_OneShotCoreAgent', 'new_prompt_logs/999997_250702_OneShotView']",ladder/creature_battler_01_1/main_game,https://github.com/volter-ai/volter-monorepo/blob/34f7f658529e5d73425e4784302db8041e5a2f49/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_view.py,mge2_game
2024-10-22 12:24:43,6160208d-dd68-4bf2-abe3-b1747cbd4bf0,OneShotCoreAgent_OneShotView,creature_battler_01,4,success,,,success,,,success,,,"['new_prompt_logs/999999_325491_OneShotCoreAgent', 'new_prompt_logs/999997_250702_OneShotView', 'new_prompt_logs/999995_958750_OneShotCoreAgent', 'new_prompt_logs/999993_897527_OneShotView']",ladder/creature_battler_01_4/main_game,https://github.com/volter-ai/volter-monorepo/blob/34f7f658529e5d73425e4784302db8041e5a2f49/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_view.py,mge2_game
2024-10-22 12:25:18,9eaf68b4-554c-449d-8d5e-cff4ccc56150,OneShotCoreAgent_OneShotView,creature_battler_01,3,success,,,success,,,success,,,"['new_prompt_logs/999999_724091_OneShotCoreAgent', 'new_prompt_logs/999998_733398_OneShotView', 'new_prompt_logs/999996_866929_OneShotCoreAgent', 'new_prompt_logs/999994_618295_OneShotView']",ladder/creature_battler_01_3/main_game,https://github.com/volter-ai/volter-monorepo/blob/34f7f658529e5d73425e4784302db8041e5a2f49/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_view.py,mge2_game
2024-10-22 12:31:13,9664266a-1070-41ac-8f9a-66be7843b157,OneShotCoreAgent_OneShotView,creature_battler_01,5,success,,,success,,,success,,,"['new_prompt_logs/999999_325491_OneShotCoreAgent', 'new_prompt_logs/999997_250702_OneShotView', 'new_prompt_logs/999995_958750_OneShotCoreAgent', 'new_prompt_logs/999993_897527_OneShotView', 'new_prompt_logs/999992_226979_OneShotCoreAgent', 'new_prompt_logs/999990_110819_OneShotView']",ladder/creature_battler_01_5/main_game,https://github.com/volter-ai/volter-monorepo/blob/34f7f658529e5d73425e4784302db8041e5a2f49/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_view.py,mge2_game
2024-10-22 12:31:44,8ce816b9-6bf5-4c5d-8d5c-c049fbba8b5d,OneShotCoreAgent_OneShotView,creature_battler_01,6,success,,,success,,,success,,,"['new_prompt_logs/999999_724091_OneShotCoreAgent', 'new_prompt_logs/999998_733398_OneShotView', 'new_prompt_logs/999996_866929_OneShotCoreAgent', 'new_prompt_logs/999994_618295_OneShotView', 'new_prompt_logs/999991_997048_OneShotCoreAgent', 'new_prompt_logs/999989_663758_OneShotView']",ladder/creature_battler_01_6/main_game,https://github.com/volter-ai/volter-monorepo/blob/34f7f658529e5d73425e4784302db8041e5a2f49/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_view.py,mge2_game
2024-10-22 12:37:36,9d1c3f75-7365-4070-8038-b2f3912ed0d9,OneShotCoreAgent_OneShotView,creature_battler_01,7,success,,,success,,,success,,,"['new_prompt_logs/999999_325491_OneShotCoreAgent', 'new_prompt_logs/999997_250702_OneShotView', 'new_prompt_logs/999995_958750_OneShotCoreAgent', 'new_prompt_logs/999993_897527_OneShotView', 'new_prompt_logs/999992_226979_OneShotCoreAgent', 'new_prompt_logs/999990_110819_OneShotView', 'new_prompt_logs/999988_311382_OneShotCoreAgent', 'new_prompt_logs/999986_327870_OneShotView']",ladder/creature_battler_01_7/main_game,https://github.com/volter-ai/volter-monorepo/blob/34f7f658529e5d73425e4784302db8041e5a2f49/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_view.py,mge2_game
2024-10-22 12:38:13,62e5fd17-f3ab-44b2-8322-5ad90780d2ac,OneShotCoreAgent_OneShotView,creature_battler_02,1,success,,,success,,,success,,,"['new_prompt_logs/999999_724091_OneShotCoreAgent', 'new_prompt_logs/999998_733398_OneShotView', 'new_prompt_logs/999996_866929_OneShotCoreAgent', 'new_prompt_logs/999994_618295_OneShotView', 'new_prompt_logs/999991_997048_OneShotCoreAgent', 'new_prompt_logs/999989_663758_OneShotView', 'new_prompt_logs/999987_270054_OneShotCoreAgent', 'new_prompt_logs/999985_459623_OneShotView']",ladder/creature_battler_02_1/main_game,https://github.com/volter-ai/volter-monorepo/blob/34f7f658529e5d73425e4784302db8041e5a2f49/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_view.py,mge2_game
2024-10-22 12:43:18,267a0a26-68dc-4eb5-ba4b-523da39adfdc,OneShotCoreAgent_OneShotView,creature_battler_02,2,success,,,success,,,success,,,"['new_prompt_logs/999999_325491_OneShotCoreAgent', 'new_prompt_logs/999997_250702_OneShotView', 'new_prompt_logs/999995_958750_OneShotCoreAgent', 'new_prompt_logs/999993_897527_OneShotView', 'new_prompt_logs/999992_226979_OneShotCoreAgent', 'new_prompt_logs/999990_110819_OneShotView', 'new_prompt_logs/999988_311382_OneShotCoreAgent', 'new_prompt_logs/999986_327870_OneShotView', 'new_prompt_logs/999984_491390_OneShotCoreAgent', 'new_prompt_logs/999982_289658_OneShotView']",ladder/creature_battler_02_2/main_game,https://github.com/volter-ai/volter-monorepo/blob/34f7f658529e5d73425e4784302db8041e5a2f49/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_view.py,mge2_game
2024-10-22 12:44:02,9ccf4376-7b29-48ed-be40-8b4d0cb1abb5,OneShotCoreAgent_OneShotView,creature_battler_02,3,success,,,success,,,success,,,"['new_prompt_logs/999999_724091_OneShotCoreAgent', 'new_prompt_logs/999998_733398_OneShotView', 'new_prompt_logs/999996_866929_OneShotCoreAgent', 'new_prompt_logs/999994_618295_OneShotView', 'new_prompt_logs/999991_997048_OneShotCoreAgent', 'new_prompt_logs/999989_663758_OneShotView', 'new_prompt_logs/999987_270054_OneShotCoreAgent', 'new_prompt_logs/999985_459623_OneShotView', 'new_prompt_logs/999983_870317_OneShotCoreAgent', 'new_prompt_logs/999981_286846_OneShotView']",ladder/creature_battler_02_3/main_game,https://github.com/volter-ai/volter-monorepo/blob/34f7f658529e5d73425e4784302db8041e5a2f49/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_view.py,mge2_game
