timestamp,run_id,agent_id,ladder,run,status,error,traceback,logs,project_directory
2024-09-18 13:38:57,fbd072e9-6501-5714-fbd2-78608720a635,OneShotView,creature_battle_01,4,success,,,['new_prompt_logs/OneShotView_1726681040_927078'],ladder_view/creature_battle_01_4/main_game
2024-09-18 13:39:06,8acbde2f-6ee1-6e54-e3df-84d4b3ad19eb,OneShotView,creature_battle_01,1,success,,,['new_prompt_logs/OneShotView_1726681040_230780'],ladder_view/creature_battle_01_1/main_game
2024-09-18 13:39:15,4ac08461-4147-717f-aa97-e93e7f31f075,OneShotView,creature_battle_01,7,success,,,['new_prompt_logs/OneShotView_1726681040_501279'],ladder_view/creature_battle_01_7/main_game
2024-09-18 13:39:22,1d88999b-3772-6c48-345c-cb5f39ff9ee1,OneShotView,creature_battle_01,6,success,,,['new_prompt_logs/OneShotView_1726681040_199993'],ladder_view/creature_battle_01_6/main_game
2024-09-18 13:39:28,2efe9de4-24ef-8a5d-4371-b61aa2933ece,OneShotView,creature_battle_01,5,success,,,['new_prompt_logs/OneShotView_1726681040_221366'],ladder_view/creature_battle_01_5/main_game
2024-09-18 13:39:34,76931184-3f56-9089-d274-d005eb9259eb,OneShotView,creature_battle_01,9,success,,,['new_prompt_logs/OneShotView_1726681040_258895'],ladder_view/creature_battle_01_9/main_game
2024-09-18 13:39:39,90feee87-0f61-b0ae-ea1c-560e0b0242c9,OneShotView,creature_battle_01,8,success,,,['new_prompt_logs/OneShotView_1726681040_765158'],ladder_view/creature_battle_01_8/main_game
2024-09-18 13:39:44,d5e81c90-6ed8-3827-3364-72ffb80cbe96,OneShotView,creature_battle_01,3,success,,,['new_prompt_logs/OneShotView_1726681040_723399'],ladder_view/creature_battle_01_3/main_game
2024-09-18 13:39:49,8727bd1c-fd94-5d5e-5b05-04a220a1975d,OneShotView,creature_battle_01,10,success,,,['new_prompt_logs/OneShotView_1726681040_517436'],ladder_view/creature_battle_01_10/main_game
2024-09-18 13:39:53,93993c44-91e7-c627-204f-d49ca3315867,OneShotView,creature_battle_01,2,success,,,['new_prompt_logs/OneShotView_1726681040_936053'],ladder_view/creature_battle_01_2/main_game
