timestamp,run_id,agent_id,ladder,run,status,error,traceback,logs,project_directory,commit_url,branch_name,project_type,override_model,strong_completion_model,base_chat_completion_model,fast_chat_completion_model,strong_coding_completion_model
2024-10-22 20:04:47,7249d30e-695b-4a80-b0cb-081a743beab8,OneShotCoreAgent,creature_battler_01,1,success,,,['new_prompt_logs/999994_426126_OneShotCoreAgent'],ladder/creature_battler_01_1/main_game,https://github.com/volter-ai/volter-monorepo/blob/29a628132e9b7bc1266c3bc3400d017784c2886a/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,andrew/volter_bench_3,mge2_game,,gpt-4o,claude-3-5-sonnet-20240620,gpt-4o-mini,claude-3-5-sonnet-20240620
2024-10-22 20:04:53,b886adc1-6bc0-475c-8229-9100ffe02061,OneShotCoreAgent,creature_battler_02,5,success,,,['new_prompt_logs/999985_988845_OneShotCoreAgent'],ladder/creature_battler_02_5/main_game,https://github.com/volter-ai/volter-monorepo/blob/29a628132e9b7bc1266c3bc3400d017784c2886a/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,andrew/volter_bench_3,mge2_game,,gpt-4o,claude-3-5-sonnet-20240620,gpt-4o-mini,claude-3-5-sonnet-20240620
2024-10-22 20:04:57,abb54654-9a6c-4dba-b903-5e7231908919,OneShotCoreAgent,creature_battler_01,3,success,,,['new_prompt_logs/999993_835516_OneShotCoreAgent'],ladder/creature_battler_01_3/main_game,https://github.com/volter-ai/volter-monorepo/blob/29a628132e9b7bc1266c3bc3400d017784c2886a/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,andrew/volter_bench_3,mge2_game,,gpt-4o,claude-3-5-sonnet-20240620,gpt-4o-mini,claude-3-5-sonnet-20240620
2024-10-22 20:05:06,f2a7093f-4e7d-42d7-bca1-92434498f450,OneShotCoreAgent,creature_battler_01,7,success,,,['new_prompt_logs/999992_487128_OneShotCoreAgent'],ladder/creature_battler_01_7/main_game,https://github.com/volter-ai/volter-monorepo/blob/29a628132e9b7bc1266c3bc3400d017784c2886a/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,andrew/volter_bench_3,mge2_game,,gpt-4o,claude-3-5-sonnet-20240620,gpt-4o-mini,claude-3-5-sonnet-20240620
2024-10-22 20:05:14,2d7d4738-5f44-47bd-b51f-6eb9b8c18a21,OneShotCoreAgent,creature_battler_02,2,success,,,['new_prompt_logs/999987_313065_OneShotCoreAgent'],ladder/creature_battler_02_2/main_game,https://github.com/volter-ai/volter-monorepo/blob/29a628132e9b7bc1266c3bc3400d017784c2886a/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,andrew/volter_bench_3,mge2_game,,gpt-4o,claude-3-5-sonnet-20240620,gpt-4o-mini,claude-3-5-sonnet-20240620
2024-10-22 20:05:14,899357a1-9269-4ca1-a50a-fc36777174de,OneShotCoreAgent,creature_battler_01,2,success,,,['new_prompt_logs/999995_125643_OneShotCoreAgent'],ladder/creature_battler_01_2/main_game,https://github.com/volter-ai/volter-monorepo/blob/29a628132e9b7bc1266c3bc3400d017784c2886a/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,andrew/volter_bench_3,mge2_game,,gpt-4o,claude-3-5-sonnet-20240620,gpt-4o-mini,claude-3-5-sonnet-20240620
2024-10-22 20:05:20,47d14d8d-4a48-4a42-9b01-ab18f32469dc,OneShotCoreAgent,creature_battler_01,4,success,,,['new_prompt_logs/999990_884465_OneShotCoreAgent'],ladder/creature_battler_01_4/main_game,https://github.com/volter-ai/volter-monorepo/blob/29a628132e9b7bc1266c3bc3400d017784c2886a/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,andrew/volter_bench_3,mge2_game,,gpt-4o,claude-3-5-sonnet-20240620,gpt-4o-mini,claude-3-5-sonnet-20240620
2024-10-22 20:05:25,976e532c-678b-4592-91d6-a77d9b68ee4c,OneShotCoreAgent,creature_battler_01,5,success,,,['new_prompt_logs/999984_934547_OneShotCoreAgent'],ladder/creature_battler_01_5/main_game,https://github.com/volter-ai/volter-monorepo/blob/29a628132e9b7bc1266c3bc3400d017784c2886a/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,andrew/volter_bench_3,mge2_game,,gpt-4o,claude-3-5-sonnet-20240620,gpt-4o-mini,claude-3-5-sonnet-20240620
2024-10-22 20:05:27,d9e3bbfa-676d-4605-a3d5-0c7fccb47910,OneShotCoreAgent,creature_battler_02,1,success,,,['new_prompt_logs/999988_780994_OneShotCoreAgent'],ladder/creature_battler_02_1/main_game,https://github.com/volter-ai/volter-monorepo/blob/29a628132e9b7bc1266c3bc3400d017784c2886a/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,andrew/volter_bench_3,mge2_game,,gpt-4o,claude-3-5-sonnet-20240620,gpt-4o-mini,claude-3-5-sonnet-20240620
2024-10-22 20:05:48,9fc9028d-c140-44ae-bd69-cd49debeec73,OneShotCoreAgent,creature_battler_01,6,success,,,['new_prompt_logs/999989_105582_OneShotCoreAgent'],ladder/creature_battler_01_6/main_game,https://github.com/volter-ai/volter-monorepo/blob/29a628132e9b7bc1266c3bc3400d017784c2886a/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,andrew/volter_bench_3,mge2_game,,gpt-4o,claude-3-5-sonnet-20240620,gpt-4o-mini,claude-3-5-sonnet-20240620
2024-10-22 20:06:27,2d8f3206-b468-4d79-a93d-0b8142fb85f0,OneShotCoreAgent,creature_battler_02,4,success,,,['new_prompt_logs/999991_592353_OneShotCoreAgent'],ladder/creature_battler_02_4/main_game,https://github.com/volter-ai/volter-monorepo/blob/29a628132e9b7bc1266c3bc3400d017784c2886a/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,andrew/volter_bench_3,mge2_game,,gpt-4o,claude-3-5-sonnet-20240620,gpt-4o-mini,claude-3-5-sonnet-20240620
2024-10-22 20:06:45,bf65c226-ec0e-42c2-8633-80bfd5b65675,OneShotCoreAgent,creature_battler_02,3,success,,,['new_prompt_logs/999986_345265_OneShotCoreAgent'],ladder/creature_battler_02_3/main_game,https://github.com/volter-ai/volter-monorepo/blob/29a628132e9b7bc1266c3bc3400d017784c2886a/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,andrew/volter_bench_3,mge2_game,,gpt-4o,claude-3-5-sonnet-20240620,gpt-4o-mini,claude-3-5-sonnet-20240620
2024-10-22 20:06:54,082d77a0-d82f-4bad-89c9-498cd90c14cf,OneShotCoreAgent,creature_battler_02,6,success,,,['new_prompt_logs/999994_426126_OneShotCoreAgent'],ladder/creature_battler_02_6/main_game,https://github.com/volter-ai/volter-monorepo/blob/29a628132e9b7bc1266c3bc3400d017784c2886a/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,andrew/volter_bench_3,mge2_game,,gpt-4o,claude-3-5-sonnet-20240620,gpt-4o-mini,claude-3-5-sonnet-20240620
2024-10-22 20:07:15,5bfc18d2-fcd5-4f6d-938a-204be42290ec,OneShotCoreAgent,creature_battler_02,7,success,,,['new_prompt_logs/999985_988845_OneShotCoreAgent'],ladder/creature_battler_02_7/main_game,https://github.com/volter-ai/volter-monorepo/blob/29a628132e9b7bc1266c3bc3400d017784c2886a/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,andrew/volter_bench_3,mge2_game,,gpt-4o,claude-3-5-sonnet-20240620,gpt-4o-mini,claude-3-5-sonnet-20240620
2024-10-22 20:07:18,471ca851-a909-4de8-af95-2e431375a8c9,OneShotCoreAgent,creature_battler_03,1,success,,,['new_prompt_logs/999993_835516_OneShotCoreAgent'],ladder/creature_battler_03_1/main_game,https://github.com/volter-ai/volter-monorepo/blob/29a628132e9b7bc1266c3bc3400d017784c2886a/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,andrew/volter_bench_3,mge2_game,,gpt-4o,claude-3-5-sonnet-20240620,gpt-4o-mini,claude-3-5-sonnet-20240620
2024-10-22 20:07:40,9ce28e3a-1204-4b5f-beda-c408607e93ad,OneShotCoreAgent,creature_battler_03,3,success,,,['new_prompt_logs/999987_313065_OneShotCoreAgent'],ladder/creature_battler_03_3/main_game,https://github.com/volter-ai/volter-monorepo/blob/29a628132e9b7bc1266c3bc3400d017784c2886a/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,andrew/volter_bench_3,mge2_game,,gpt-4o,claude-3-5-sonnet-20240620,gpt-4o-mini,claude-3-5-sonnet-20240620
2024-10-22 20:07:48,b5e0283f-2e8b-4674-afa1-90b000134002,OneShotCoreAgent,creature_battler_03,6,success,,,['new_prompt_logs/999984_934547_OneShotCoreAgent'],ladder/creature_battler_03_6/main_game,https://github.com/volter-ai/volter-monorepo/blob/29a628132e9b7bc1266c3bc3400d017784c2886a/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,andrew/volter_bench_3,mge2_game,,gpt-4o,claude-3-5-sonnet-20240620,gpt-4o-mini,claude-3-5-sonnet-20240620
2024-10-22 20:07:53,d396cd0c-a3d3-44d1-ac33-def529d2ff33,OneShotCoreAgent,creature_battler_03,5,success,,,['new_prompt_logs/999990_884465_OneShotCoreAgent'],ladder/creature_battler_03_5/main_game,https://github.com/volter-ai/volter-monorepo/blob/29a628132e9b7bc1266c3bc3400d017784c2886a/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,andrew/volter_bench_3,mge2_game,,gpt-4o,claude-3-5-sonnet-20240620,gpt-4o-mini,claude-3-5-sonnet-20240620
